Iteration,Score,Parameter Values
1411,0.458707988755671,"[1.7846962  1.34785246 1.46364358 1.68718088 1.67571445 1.68954718
 1.40862033 2.48000194 1.28826878 1.98019264 1.67429116 1.59978494
 1.43235115 1.76509115 2.25723287 1.39136822 1.84035593 1.26046809
 1.1195015  1.69664968 1.57112478 1.88968485 1.82725852 1.46606431
 2.21653478 2.27205293 2.54527925 1.7845645  1.82812646 1.80065051
 1.86184131 2.98755097 1.72192216 2.18867818 2.32667388 2.5333057
 0.98661155 2.18194428 1.74571347 1.39557509 1.16381653 2.38829019
 2.16332973 2.47179602 1.71775264 1.51971236 1.64105305 1.51250806
 1.56748128 1.98054855 1.60908704 2.07064104 1.54903584 2.28439329
 1.89433136 2.3501306  1.23683404 0.83381494 1.57954486]"
1412,0.4619250965978672,"[-0.03080527  0.02762995 -0.20354286 -0.02302909 -0.02032136 -0.00307132
  0.02535534  0.07123399  0.00958385 -0.00825391 -0.02618772  0.06778583
 -0.07275706  0.03872524  0.04132942  0.04518761  0.09285056  0.02174222
  0.01207289  0.02065429  0.13382139 -0.08742561  0.1581829  -0.05762633
 -0.04925217  0.10383018  0.03490264  0.01231586  0.02930483  0.01048006
 -0.05861606 -0.02369453 -0.07044479  0.02810015  0.05423849  0.14631826
 -0.00211497 -0.2772646  -0.08132214  0.06805635 -0.11573277 -0.32230703
 -0.00897961 -0.0875061  -0.26523368  0.18525765 -0.3643904   0.34490095
  0.08974728  0.16902562 -0.26327158  0.087738    0.19020082 -0.23571642
 -0.1072104  -0.14910127  0.03916127 -0.33839535  1.29835093]"
1413,0.45691110610068775,"[1.80321969 1.35285903 1.48215698 1.67812189 1.75472346 1.69351553
 1.35898758 2.41870897 1.24596084 1.94007506 1.66764169 1.5300226
 1.46031808 1.72059736 2.29098148 1.38072475 1.90083321 1.27696393
 1.06592714 1.65390825 1.48519401 1.96639144 1.83459274 1.51715975
 2.1688336  2.25938328 2.52734807 1.82036666 1.76649196 1.82014946
 1.97588878 3.0064058  1.79855342 2.16101985 2.34106092 2.5752126
 1.00118368 2.27852822 1.73404782 1.45007255 1.13442476 2.40191995
 2.1752132  2.44042825 1.71966156 1.43820994 1.69665837 1.53536808
 1.60717057 2.06089004 1.62530256 2.04532719 1.54101704 2.31866791
 1.94252375 2.38315097 1.24296801 0.87523294 1.62071724]"
1414,0.4572297811072519,"[ -1.55667744   2.21161769   2.49743022  -2.95498601   2.7336673
  -1.2741377   -2.31404215  -0.20572943  -1.2991813   -2.92938098
   4.41706076   1.12454687   0.26577984  -4.94258478  -0.4536997
  -0.63933859   5.99248941   3.69334016   3.76197412   5.87664445
  -0.24403502   3.60360774   3.54749253  -5.76312225   3.24825036
  -1.85879386   6.48420408  -3.43788162  -1.16779243   2.77280391
   3.49395323   0.14464071   1.48176402   1.655673    -3.31738538
   0.80545667 -11.44259771   1.60378127   0.59317835   4.17267031
  -2.15643831   0.50457756   1.50112218   2.10895147  -0.59796958
  -3.38365701  -1.93380645  -2.56782939   0.85260405   1.64015893
  -1.32320627  -2.41249111   0.91171557   7.75212323  -1.76928084
   0.44597735  -4.16918251   3.27759612  -1.96754788]"
1415,0.45563965862583744,"[ 4.44557796 -0.42361823  3.55931542 -1.85089366  5.41913804 -1.43277395
 -0.49616713 -2.31774929 -2.11703183  3.36601719 -4.28125241 -1.51836523
  2.2765098  -3.10145914  2.99679369 -3.35147625  7.51021117  5.74141571
 -1.91782305 -2.09784082 -2.2496564   6.79037595  3.96036059  6.57887696
  2.0031864   4.08148848 -0.74481475  0.10299943  1.73926987  1.09878472
  1.7285935   2.51493443  5.92339436  1.22064251  8.81921748  7.29271867
  4.67452532  3.6125397   2.47659569  0.26074418  3.26023077  2.56369265
  1.70861258 -2.82566256  0.69098969 -2.33331732  1.23479253 -1.65116022
  3.43820728  0.72140039  2.86730305  4.47092349  1.10386368  4.40401266
  4.93412144  2.82998261 -2.0846784   5.14751197  1.59694043]"
1416,0.45600199225935634,"[ 0.00700384 -0.09337612 -0.39151575  0.15049859 -0.21521251  0.13126272
  0.12746241  0.09899298  0.15779583  0.14517116 -0.34289518  0.04501808
 -0.07008445  0.3592326   0.16792831  0.18508821 -0.25484866 -0.19232674
 -0.25696914 -0.29991199  0.14048904 -0.29332901 -0.07274963  0.23781094
 -0.2472351   0.22866359 -0.32070983  0.20823342  0.12143372 -0.16042547
 -0.23125002 -0.01991119 -0.19350716 -0.03291286  0.2898421   0.08017607
  0.65379302 -0.49068254 -0.21321519 -0.25152153 -0.03812771 -0.31062914
 -0.08822354 -0.17193664 -0.3266786   0.253392   -0.30418627  0.43446593
  0.14437422  0.12923312 -0.21648379  0.15076441  0.17140947 -0.65489755
  0.00508635 -0.26529371  0.26200241 -0.51346343  1.53874602]"
1417,0.4557738688769289,"[1.64888207 1.54473088 1.39946024 1.82637183 1.46791574 1.9398756
 1.52279412 2.70515622 1.47782675 1.89664832 1.97055256 1.61000546
 1.42061471 2.04551813 2.20019601 1.70971433 1.50473854 1.0072311
 1.2670166  1.94469132 1.75144358 1.65139386 1.7394579  1.29100968
 2.14863953 2.11914503 2.66171803 2.00088615 1.71877679 1.92390507
 1.97350785 3.08310269 1.57657233 2.23103611 1.95561821 2.17329587
 0.88105432 2.19854841 1.69885222 1.55989299 1.02108383 2.45923334
 2.23497848 2.83439627 1.66419972 1.58795967 1.66751544 1.68147876
 1.50752911 2.15179948 1.55232823 1.95642036 1.58447662 2.24379381
 1.79404603 2.42721159 1.39797868 0.58096819 1.58325167]"
1418,0.4556848022134229,"[-0.03306949  0.03750458 -0.11430872 -0.00629837 -0.00885428 -0.0253847
  0.01551979  0.09118433 -0.045768   -0.01921894 -0.01894434  0.05868985
 -0.03318628 -0.01603231  0.0084782   0.02577836  0.12101883  0.06285309
  0.04810174  0.02176143  0.11459159 -0.03009515  0.1413946  -0.08243955
 -0.00389171  0.07535787  0.02567702  0.03250957 -0.02162239  0.04499625
 -0.06446001  0.02793304 -0.0259261   0.0393389   0.0264329   0.12971609
 -0.03936089 -0.26604754 -0.04797863  0.15318421 -0.10345792 -0.3286637
  0.00372746 -0.06367449 -0.29828477  0.15931535 -0.287006    0.31450297
  0.04809159  0.17433968 -0.2808759   0.04617192  0.11858515 -0.14993441
 -0.12585008 -0.11410906  0.05404174 -0.35796189  1.20027559]"
1419,0.45622689104250247,"[1.85447567 1.30163656 1.42489634 1.63014622 1.81636393 1.65168781
 1.37702053 2.3774402  1.25254905 1.9505037  1.65212679 1.58536957
 1.44310713 1.66084832 2.26351717 1.33592349 1.96386138 1.33473846
 1.06010959 1.62814416 1.50863622 1.97476492 1.86831717 1.50968149
 2.2162399  2.28353492 2.53478424 1.74472061 1.8643854  1.79917881
 1.9036048  2.97170078 1.78030203 2.16926312 2.40901564 2.60744748
 1.00890156 2.23372162 1.7348645  1.40917288 1.18562296 2.35276815
 2.15499145 2.33832351 1.73956901 1.47682036 1.65575082 1.50028102
 1.5859983  1.98974823 1.65252552 2.09340908 1.5326717  2.32033724
 1.91299231 2.31385864 1.22999071 0.89457314 1.62693106]"
1420,0.4565218149713014,"[-0.01606293  0.00532928 -0.15292131  0.02693748 -0.04101863 -0.00143666
  0.01030235  0.09472043  0.03994854 -0.00421013 -0.05136119  0.05256788
 -0.08492328  0.06918936  0.0417069   0.09096549  0.07571991 -0.0031505
 -0.02364391 -0.01800132  0.13512422 -0.07101117  0.12200278 -0.04505108
 -0.07932674  0.07841284 -0.00919373  0.04892248  0.04431049 -0.05806227
 -0.0467764   0.01498523 -0.04567522  0.04744051  0.079402    0.15142121
  0.05204228 -0.28509134 -0.10351478  0.01296315 -0.12826148 -0.31142883
 -0.02665924 -0.10171224 -0.31223522  0.11626666 -0.33721854  0.34941427
  0.11318185  0.22277154 -0.23721317  0.06854956  0.21634557 -0.24013216
 -0.10024337 -0.15190822  0.03434762 -0.32766844  1.31542939]"
1421,0.45552012098366035,"[1.78027982 1.42701811 1.48804206 1.63377587 1.68379296 1.7092415
 1.364256   2.43517866 1.31197424 1.9429935  1.67463043 1.51462873
 1.42779555 1.73324124 2.26952422 1.39957929 1.84918533 1.27547904
 1.12957278 1.70641861 1.51338795 1.90857512 1.83785021 1.53448563
 2.16479197 2.25840975 2.4810302  1.85866606 1.75647529 1.82250746
 1.99543091 3.04472149 1.73789307 2.12407972 2.29766212 2.52774506
 1.00382543 2.26376703 1.73601185 1.43988233 1.14332927 2.40721476
 2.17350201 2.45575619 1.70166278 1.44323791 1.69970197 1.53162124
 1.57531659 2.05211215 1.6560074  2.05453299 1.55577163 2.33836297
 1.90727216 2.33684813 1.27063714 0.86806706 1.64513097]"
1422,0.4555980858937451,"[-0.02068876  0.02462458 -0.10903817  0.03770029 -0.02744569 -0.01636255
  0.01239626  0.1128997  -0.02168358  0.00728253 -0.07079001  0.03794017
 -0.08210205  0.08207048  0.03089857  0.06054718  0.06160133 -0.00370688
  0.00217584 -0.02634276  0.11082662 -0.05590694  0.0926361  -0.06041345
 -0.04598566  0.0801518   0.01081613  0.07667482 -0.0220261  -0.03253694
 -0.03754381  0.03216396 -0.05598204  0.03076961  0.08182708  0.14502424
  0.04482199 -0.31444855 -0.07546758  0.0291159  -0.08359309 -0.29068795
 -0.02324188 -0.10199673 -0.3418253   0.1471076  -0.29550003  0.32476424
  0.07134539  0.202884   -0.23494414  0.06638495  0.13214784 -0.21415765
 -0.12506636 -0.13203613  0.07120179 -0.35550364  1.25189418]"
1423,0.45648958726255334,"[1.80025408 1.36943354 1.44898378 1.65528821 1.69938119 1.68891429
 1.40020202 2.43177212 1.31901923 1.93339715 1.68371456 1.57580447
 1.40676831 1.71550356 2.24154342 1.36588479 1.87762539 1.29710947
 1.14122448 1.68564747 1.5433165  1.90211505 1.85124246 1.48823923
 2.22615986 2.28231748 2.49182279 1.820488   1.83470574 1.79440812
 1.93761782 3.01710225 1.6924904  2.13494132 2.31994359 2.53889524
 0.97246444 2.21884235 1.73156169 1.41334232 1.15035596 2.39311544
 2.17305234 2.40329138 1.75667542 1.46931426 1.67291182 1.52402787
 1.5694264  2.02224146 1.67926581 2.07636451 1.57434073 2.32298076
 1.88257021 2.28555684 1.24063138 0.88315024 1.61421725]"
1424,0.4563858344994088,"[-0.07051787 -0.04127762 -0.27680028 -0.035231   -0.08682423  0.04200982
  0.09724329  0.13791721 -0.01676183  0.08675824 -0.19231787  0.1076596
  0.03346479  0.08172134  0.11359633  0.08969809 -0.15405795 -0.04127448
 -0.07082242 -0.25079025  0.004187   -0.19922874 -0.00624709  0.12315035
 -0.19465525  0.22146808 -0.23758903  0.10225891  0.03398461  0.11025101
 -0.28229007  0.04919472 -0.09295612 -0.05015685  0.14987441  0.05216824
  0.39895916 -0.40963602 -0.0911088   0.10672913  0.01385238 -0.36514917
 -0.02301689 -0.09320122 -0.35127656  0.37440224 -0.17591375  0.39964624
  0.07979417  0.0841763  -0.26282895 -0.00548641 -0.02003051 -0.39016507
 -0.04151735 -0.1057965   0.25237655 -0.61345837  1.25051551]"
1425,0.4605975381098617,"[1.78350848 1.30521053 1.32596195 1.89845421 1.62777568 1.78164793
 1.42093444 2.54393733 1.33975928 1.94249462 1.87126185 1.69964676
 1.4675996  1.90597648 2.1151088  1.58085663 1.73280981 1.17270143
 1.05194985 1.78401124 1.72713472 1.77142824 1.79207807 1.32172861
 2.19383621 2.23379086 2.71550595 1.77317805 1.94880525 1.82981932
 1.71471594 2.91091581 1.69791637 2.2983084  2.25029048 2.32917493
 1.00188295 2.09068687 1.75179248 1.50401282 1.24576246 2.45082041
 2.16633463 2.59851109 1.72086557 1.64041856 1.56967564 1.49009143
 1.53070235 1.97294622 1.52855908 2.04829847 1.60693356 2.15335445
 1.65545917 2.40013533 1.27343107 0.51172436 1.47368145]"
1426,0.46036557587298377,"[-1.25690944e-01  3.97766788e-02  6.96569717e-02 -8.00679939e-03
  8.51485265e-02 -5.72491750e-02 -3.46100312e-02  1.06518087e-01
 -6.41717208e-02 -6.51575678e-02  4.17230015e-02  8.57817425e-02
 -2.09130794e-02 -1.10535923e-01 -1.14955879e-02  4.87758724e-02
  2.23612674e-01  1.58505911e-01  1.09094439e-01  8.27158730e-02
  3.27315409e-02  1.01012080e-01  2.04082021e-01 -2.66724613e-01
  5.45215390e-02  4.46017774e-03  1.67027178e-01  3.14853833e-03
 -4.12220450e-02  6.08425876e-02  2.97768896e-02  1.01815967e-01
  1.29085022e-02  1.04514254e-01 -5.77372823e-03  9.69876192e-02
 -2.98230024e-01 -2.00386733e-01 -4.52742692e-04  1.94672787e-01
 -1.29854630e-01 -2.65051756e-01  8.12432027e-03 -1.21568756e-01
 -3.82634845e-01  5.85770137e-02 -3.43316798e-01  1.99530267e-01
  7.42563640e-02  2.59944554e-01 -2.26429857e-01 -1.55259156e-01
  4.24052150e-02  6.34623863e-02 -2.52265264e-01 -2.49692584e-02
  1.51307291e-02 -2.19752973e-01  1.08526286e+00]"
1427,0.45674908041874357,"[1.8598686  1.29307991 1.47828247 1.57600249 1.78491027 1.51586278
 1.32245803 2.31648456 1.19842288 2.04239233 1.53221448 1.54280861
 1.45139492 1.5857422  2.17537487 1.16291838 2.0491737  1.4776371
 1.0266464  1.58420343 1.4764997  2.00651053 1.92251715 1.60657261
 2.23393958 2.2974279  2.31143987 1.73323882 1.91889954 1.73741667
 1.86490193 2.97904066 1.74710231 2.06428658 2.52768372 2.73762081
 1.14113599 2.16308145 1.79267013 1.31290445 1.32981904 2.34534294
 2.1138694  2.2188935  1.76833978 1.4579509  1.63234514 1.35302377
 1.62084627 1.92264255 1.72456562 2.12764912 1.6045193  2.3764925
 1.94218237 2.24244869 1.11026089 0.98535459 1.60994177]"
1428,0.45644556809921527,"[-0.00976341  0.03061279 -0.08491546  0.06972626 -0.00379472 -0.02882002
 -0.01510972  0.10194054 -0.02541787 -0.02228788 -0.0170017   0.03241772
 -0.12535904  0.06762412  0.01012752  0.07734714  0.12816765  0.00917601
  0.00418477  0.04342339  0.14749344 -0.02476181  0.13501141 -0.11881485
 -0.00310122  0.04231453  0.09842756  0.05753195 -0.00413004 -0.08407064
  0.03963593  0.01989607 -0.04853412  0.08896756  0.06153829  0.16337082
 -0.07705886 -0.25886653 -0.06645164 -0.01267249 -0.11759445 -0.25821225
 -0.02834846 -0.12494568 -0.33633293  0.05396158 -0.34906459  0.28146166
  0.08081747  0.24359388 -0.21900993  0.08428923  0.19862057 -0.1633802
 -0.13891062 -0.14177261  0.0051459  -0.25902068  1.26864553]"
1429,0.45664541823688354,"[1.79855579 1.42407831 1.5217692  1.58967927 1.70463613 1.68369706
 1.384987   2.40112962 1.33214589 1.92852904 1.62766372 1.51775846
 1.39911134 1.68277528 2.25624096 1.31442442 1.90295782 1.3225088
 1.17084771 1.68079503 1.50165339 1.93851854 1.8737356  1.55740556
 2.21890739 2.28680212 2.40495807 1.8544273  1.76796056 1.78194522
 2.01189093 3.05143116 1.70875898 2.06227103 2.34616546 2.58561649
 0.99389431 2.25015946 1.73291054 1.39425116 1.11148207 2.38440903
 2.16314247 2.35213112 1.76711175 1.40855403 1.70970639 1.54352452
 1.602486   2.04965765 1.73386551 2.09768109 1.57065986 2.40147066
 1.95283199 2.27131417 1.24482905 0.98734659 1.67606501]"
1430,0.45627905761251697,"[ 0.07712115  0.03934424 -0.09486576  0.11449858  0.02826742 -0.04611284
 -0.03891982  0.09935397 -0.01152789 -0.064986    0.11107139  0.03899
 -0.25657799  0.06716294 -0.06425785  0.16990946  0.24894331  0.03035007
 -0.01601388  0.20914498  0.22035468  0.00252896  0.20003782 -0.23266252
  0.06429058 -0.02778564  0.23994623  0.03349883  0.06434122 -0.24767673
  0.17998572 -0.05092415 -0.05712416  0.16573684  0.04675868  0.23984888
 -0.24234704 -0.15646104 -0.05981722 -0.16337575 -0.09569202 -0.21760127
 -0.05560423 -0.24601957 -0.30263285 -0.12028476 -0.44757297  0.26034247
  0.07060708  0.36095175 -0.16687603  0.15521524  0.39953025 -0.14926551
 -0.18674456 -0.16551863 -0.20561726 -0.06395139  1.33912969]"
1431,0.4580264912450322,"[1.78056198 1.60063163 1.67583241 1.48019802 1.681755   1.70056355
 1.30781971 2.39983531 1.39101556 1.91232037 1.57220622 1.3636157
 1.41014923 1.68227605 2.33145024 1.25486969 1.8984294  1.27508459
 1.28682374 1.64260804 1.37798833 2.02297641 1.84702887 1.71238222
 2.2351245  2.28525015 2.25663779 2.02714108 1.5893433  1.77740143
 2.2379726  3.11662239 1.70033038 1.91924825 2.34899872 2.65019543
 0.93941544 2.36224808 1.71129091 1.4197215  0.97605223 2.40439493
 2.13919576 2.3350253  1.78944563 1.28232392 1.84898587 1.65084465
 1.66740304 2.18371881 1.8620684  2.12834725 1.54395315 2.55314023
 2.10427637 2.27061351 1.27349319 1.17577354 1.81294916]"
1432,0.455881680662234,"[ 0.01971498  0.00157634 -0.157262    0.05976526 -0.05124221 -0.00671428
  0.00895778  0.08720071 -0.01572917  0.01872274 -0.03944702  0.04616312
 -0.12836604  0.07983924  0.00183395  0.06665227  0.04858378  0.00499379
 -0.01824064  0.01428685  0.14816877 -0.06750247  0.11748435 -0.063765
 -0.03685235  0.06230217  0.04826106  0.05136494  0.02003281 -0.09593976
  0.00839695 -0.01948972 -0.08162832  0.06238257  0.08824818  0.18428395
  0.01287585 -0.29151981 -0.04734665 -0.0465516  -0.09681684 -0.28636579
 -0.03983898 -0.16337016 -0.31261127  0.10088623 -0.33950892  0.32634518
  0.06349251  0.22225654 -0.20689354  0.10268412  0.22293243 -0.23918352
 -0.11077537 -0.14163902  0.06342287 -0.27895523  1.30537447]"
1433,0.4568230589096653,"[1.77014375 1.43441314 1.5187528  1.61977422 1.68319581 1.68721412
 1.38235627 2.42712533 1.32283584 1.91788875 1.68109471 1.53625059
 1.40569029 1.73743833 2.26644942 1.35868813 1.85853483 1.26039356
 1.1869602  1.68845695 1.52131654 1.89937581 1.83374307 1.52620235
 2.18698891 2.26616055 2.46333452 1.87361806 1.76005749 1.78818145
 2.02644952 3.04575336 1.71044974 2.09902449 2.28397422 2.57313973
 0.95203717 2.23475342 1.71950196 1.4084782  1.08503035 2.37543123
 2.15991858 2.40793264 1.79726347 1.43720306 1.73908986 1.59509596
 1.60947622 2.06319251 1.69187142 2.08051222 1.56381395 2.39460387
 1.91836517 2.29327876 1.26515327 0.93414951 1.69567495]"
1434,0.4565559493598775,"[ 0.03482911 -0.00328262 -0.02647229  0.0909373   0.00161119 -0.02800561
 -0.01323189  0.12433575 -0.00332905 -0.0381781   0.03677225  0.03201997
 -0.18800441  0.04044794 -0.03612281  0.14117438  0.16335536  0.01926513
 -0.02986994  0.0894735   0.18895086 -0.0046759   0.1824199  -0.1655269
  0.00341899 -0.01841168  0.17300559  0.07257424 -0.00641292 -0.20300298
  0.11166349  0.00574717 -0.06721355  0.14526244  0.0670767   0.17736457
 -0.10654025 -0.21858978 -0.0596383  -0.14423886 -0.11707882 -0.23286685
 -0.0730035  -0.2292413  -0.33431227 -0.05790196 -0.39808866  0.25979822
  0.08969947  0.34210609 -0.17012942  0.13877623  0.30627742 -0.15605322
 -0.15744407 -0.14959832 -0.06302416 -0.14986202  1.29076972]"
1435,0.4683566446456131,"[1.76447781 1.5156558  1.60737983 1.52539815 1.64126655 1.71231913
 1.32004638 2.37062411 1.37156702 1.91556061 1.6253458  1.44941236
 1.38151719 1.65123409 2.26379276 1.26753632 1.90176256 1.29663005
 1.2306139  1.6835837  1.46663582 1.9348097  1.86871978 1.61741703
 2.22111376 2.2848003  2.3123088  1.92104241 1.68091752 1.75896496
 2.12819505 3.10675965 1.63550256 1.9764954  2.34872017 2.62042377
 0.95388042 2.29659949 1.71985848 1.34781839 1.03086396 2.40451155
 2.14282966 2.33964811 1.79093724 1.36636896 1.79191982 1.60429831
 1.644744   2.08852267 1.82903879 2.0864461  1.60639047 2.48334716
 2.000023   2.22123104 1.2432943  1.08201415 1.80131073]"
1436,0.49308298078310864,"[ 0.07538597 -0.00316745 -0.06100938  0.14729787 -0.03029918 -0.03524551
 -0.00788722  0.11600608 -0.0284961  -0.02070827  0.03685816 -0.00415764
 -0.22093135  0.10584785 -0.07774271  0.14892543  0.16382614 -0.00943769
 -0.0417364   0.08486668  0.24516465 -0.02648581  0.13926407 -0.1470014
  0.0396359  -0.02816058  0.17442613  0.09537036  0.04501696 -0.2947216
  0.10061709 -0.03032672 -0.07639869  0.17970839  0.05900433  0.21735276
 -0.05322309 -0.18382558 -0.03155723 -0.19013416 -0.10310294 -0.23067679
 -0.08312246 -0.27394097 -0.32997243 -0.10650968 -0.42128245  0.25157966
  0.0420736   0.31530082 -0.16019926  0.18963285  0.36405553 -0.21211843
 -0.14717937 -0.17099862 -0.07141915 -0.126192    1.33321556]"
1437,0.4641221856900472,"[1.74198276 1.56679712 1.62421289 1.4763653  1.65305939 1.71979996
 1.33954893 2.3679215  1.38422983 1.88165406 1.64321092 1.45073046
 1.36659586 1.66408474 2.26669057 1.31057968 1.87958992 1.25765334
 1.25881041 1.70578237 1.46549899 1.93214553 1.85723279 1.60140059
 2.21687001 2.28217941 2.30117677 1.97803652 1.6237355  1.74462283
 2.2257617  3.13064267 1.60881131 1.94387891 2.31359881 2.62122267
 0.9142951  2.31453801 1.7122495  1.36913082 0.96479371 2.36884613
 2.14186391 2.3461733  1.84037164 1.3833931  1.84182417 1.65813049
 1.64780723 2.14230301 1.86375917 2.06456087 1.61109848 2.53662585
 2.00700878 2.20582488 1.28807234 1.10249722 1.87481652]"
1438,0.45638998552533566,"[-8.01098380e-02  1.19785518e-01 -4.66470009e-02  9.67059723e-02
  3.48787791e-02 -6.35004740e-02  1.65867001e-02  1.11760644e-01
 -7.84965754e-02 -2.21728503e-02 -8.95221481e-02 -2.19499587e-02
 -8.91592764e-02  1.40544356e-01  2.65201061e-02  8.47722226e-03
  7.64948116e-02 -9.01272880e-03  3.59956011e-02  4.16338450e-02
  8.72203943e-02 -1.19788834e-02  1.06142847e-01 -6.01787505e-02
 -3.35916589e-04  6.95309418e-02  6.87998538e-02  1.14052823e-01
 -5.37662089e-02 -4.49513839e-02  3.79174939e-02  5.94371213e-02
 -3.18513655e-02  6.60502720e-02  1.01119108e-01  1.69315746e-01
 -3.32590375e-02 -2.89754780e-01 -1.02924011e-01  2.55700142e-02
 -9.22335974e-02 -2.49143943e-01 -1.81347809e-02 -7.89907826e-02
 -3.93486147e-01  1.39453837e-01 -2.01668400e-01  2.66079645e-01
  9.12204841e-02  1.83985580e-01 -2.55488658e-01  1.55871913e-02
  6.62249824e-02 -1.21592660e-01 -1.01856922e-01 -1.71438572e-01
  1.71106547e-02 -3.64182290e-01  1.23007238e+00]"
1439,0.47572511913755305,"[1.85435467 1.42016996 1.44624851 1.65146598 1.76630453 1.70874763
 1.49435401 2.47689324 1.39949143 1.92653653 1.59964971 1.54723944
 1.39028075 1.61788705 2.22246449 1.3476791  1.89753345 1.32779967
 1.17591187 1.71217516 1.55488999 1.89621915 1.89061762 1.45236854
 2.23814267 2.28752519 2.49882424 1.77599355 1.86061318 1.83118712
 1.86894077 3.01029108 1.64992566 2.1821296  2.33288494 2.48857046
 0.97914769 2.21718416 1.76849062 1.39747889 1.15781254 2.37979404
 2.20692946 2.34920893 1.71341137 1.47471873 1.60876744 1.50052878
 1.53009323 2.00283591 1.75786702 2.12056179 1.52738653 2.30921544
 1.94186389 2.24720749 1.28649087 0.93519056 1.62617971]"
1440,0.465768412048787,"[ 2.02122366e-02  4.55689204e-02 -1.86941481e-01  1.00284380e-01
 -9.37756874e-02  5.70608140e-03  1.24045746e-02  7.52128385e-02
  5.17818875e-04  3.35155329e-02 -6.68256978e-02  3.21495486e-02
 -1.12135823e-01  9.04556809e-02  4.04860718e-02  1.30547408e-02
  2.07702002e-02 -3.74447674e-02 -1.54474773e-02 -2.46136939e-02
  1.55452985e-01 -8.07802118e-02  1.13959202e-01 -1.47397383e-02
 -7.09134763e-02  1.11029412e-01  2.34652070e-02  6.24779493e-02
  9.50258330e-03 -4.38886752e-02 -2.71575986e-02 -1.16948346e-02
 -7.02343585e-02  5.51971293e-02  9.78685977e-02  1.76423540e-01
  1.01709193e-01 -3.36231083e-01 -7.55282997e-02 -3.64890127e-02
 -1.33304342e-01 -3.03936733e-01 -3.11641057e-02 -1.41468253e-01
 -2.89835638e-01  9.91410671e-02 -3.20622980e-01  3.31548281e-01
  1.03337881e-01  1.73551955e-01 -2.00197155e-01  1.35784767e-01
  2.55419446e-01 -2.79931032e-01 -6.82138753e-02 -1.66158451e-01
  1.08249059e-01 -3.37141440e-01  1.32538262e+00]"
1441,0.48514570949602526,"[1.77774883 1.45836706 1.43442116 1.6159654  1.66716214 1.72167522
 1.43832203 2.45257264 1.3279835  1.90741417 1.72091081 1.55431164
 1.39770729 1.71783745 2.27762683 1.41847267 1.84214243 1.23633573
 1.24690984 1.72461666 1.54548169 1.866493   1.84272302 1.44542804
 2.15759522 2.26412614 2.51087109 1.90558106 1.76197049 1.78045516
 2.04203493 3.03499081 1.72161864 2.14235528 2.22810811 2.51954419
 0.94323931 2.27641818 1.68132886 1.4795389  1.05473107 2.36967988
 2.18886104 2.48615914 1.78580192 1.44477942 1.71823709 1.60555667
 1.58711515 2.07381318 1.64211826 2.0808924  1.53380784 2.34689681
 1.88091596 2.34195517 1.32731259 0.93929021 1.67132741]"
1442,0.48026305485819254,"[-0.00460635  0.03389633 -0.09490583  0.05418311 -0.00205039 -0.02337275
  0.00971004  0.07311548 -0.03792931 -0.02367934 -0.00562154  0.02210193
 -0.1458784   0.06279363 -0.0277685   0.04888091  0.14137001  0.03221537
 -0.01689999  0.05821212  0.1349331  -0.00579717  0.12326728 -0.10597201
 -0.01724148  0.03489323  0.05634136  0.04284103 -0.02148815 -0.08618516
  0.01118534  0.02202301 -0.04252282  0.07462542  0.0518052   0.16084544
 -0.02467956 -0.22822606 -0.06386721 -0.02318612 -0.05666203 -0.27026539
 -0.02876718 -0.17700892 -0.32181407  0.08998307 -0.31450142  0.31148814
  0.04927028  0.22416776 -0.20291861  0.05970432  0.19068828 -0.19460712
 -0.14764903 -0.10961161  0.00889615 -0.2973063   1.25592307]"
1443,0.4561488689344672,"[1.77753014 1.42577479 1.48665963 1.61354965 1.72141471 1.66562459
 1.3658488  2.42518473 1.29772051 1.94197657 1.64983022 1.54037832
 1.46387969 1.63931846 2.27853281 1.3481484  1.91621474 1.28950286
 1.16636972 1.63397364 1.46228361 1.96205506 1.82127942 1.49603721
 2.23017437 2.26994468 2.42692987 1.8445957  1.81703164 1.75501401
 2.02884144 2.99354245 1.67443043 2.07839954 2.33055542 2.56539666
 0.95650014 2.29599959 1.7416187  1.43809028 1.1543892  2.37156518
 2.15734857 2.39765693 1.77736281 1.44954176 1.70090675 1.4964925
 1.59380121 2.08821801 1.73354034 2.05019413 1.5744533  2.35970933
 1.96818161 2.25895351 1.27291427 1.00345233 1.68318561]"
